,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Fast_MA,Slow_MA,Signal,Profit/Loss,Balance,In_Trade,Position,Entry_Price,Trade_Type
0,2021-01-01 00:00:00+05:30,1156.4201903455237,1163.407045455734,1154.489628202525,1158.764404296875,4253550,0.0,0.0,INFY.NS,,,Hold,0.0,10000.0,0,0.0,0.0,
1,2021-01-04 00:00:00+05:30,1166.6246307331592,1185.93047568619,1159.4079444690074,1184.3216552734375,7208454,0.0,0.0,INFY.NS,,,Hold,0.0,10000.0,0,0.0,0.0,
2,2021-01-05 00:00:00+05:30,1178.5759801336187,1194.204522771896,1172.1867090616427,1189.424072265625,8145280,0.0,0.0,INFY.NS,,,Hold,0.0,10000.0,0,0.0,0.0,
3,2021-01-06 00:00:00+05:30,1195.12392836193,1196.9625805594098,1165.7515043961582,1178.66796875,7161715,0.0,0.0,INFY.NS,,,Hold,0.0,10000.0,0,0.0,0.0,
4,2021-01-07 00:00:00+05:30,1191.4466821663996,1192.9635927479028,1154.2139733486995,1160.3275146484375,10954918,0.0,0.0,INFY.NS,,,Hold,0.0,10000.0,0,0.0,0.0,
5,2021-01-08 00:00:00+05:30,1175.1286354202261,1210.5687029146738,1175.1286354202261,1206.247802734375,13186251,0.0,0.0,INFY.NS,,,Hold,0.0,10000.0,0,0.0,0.0,
6,2021-01-11 00:00:00+05:30,1233.8273975627378,1271.7495949215768,1231.8968354144065,1265.1763916015625,20528626,0.0,0.0,INFY.NS,,,Hold,0.0,10000.0,0,0.0,0.0,
7,2021-01-12 00:00:00+05:30,1266.831482011459,1266.831482011459,1250.2836106934574,1261.085693359375,8309868,0.0,0.0,INFY.NS,,,Hold,0.0,10000.0,0,0.0,0.0,
8,2021-01-13 00:00:00+05:30,1263.0162034995053,1280.4375013032757,1250.283558819251,1275.2432861328125,14442997,0.0,0.0,INFY.NS,,,Hold,0.0,10000.0,0,0.0,0.0,
9,2021-01-14 00:00:00+05:30,1250.2834774603248,1272.347303533154,1212.08543368277,1259.9364013671875,27521697,0.0,0.0,INFY.NS,1213.9195190429687,,Hold,0.0,10000.0,0,0.0,0.0,
10,2021-01-15 00:00:00+05:30,1250.283411524774,1254.3743675043993,1231.8968907670567,1236.447509765625,15018441,0.0,0.0,INFY.NS,1221.6878295898437,,Hold,0.0,10000.0,0,0.0,0.0,
11,2021-01-18 00:00:00+05:30,1230.0581237206134,1231.8967756245306,1200.639693257938,1206.20166015625,8861765,0.0,0.0,INFY.NS,1223.875830078125,,Hold,0.0,10000.0,0,0.0,0.0,
12,2021-01-19 00:00:00+05:30,1213.5103838801365,1223.622970412471,1206.155775492984,1210.4306640625,5585744,0.0,0.0,INFY.NS,1225.9764892578125,,Hold,0.0,10000.0,0,0.0,0.0,
13,2021-01-20 00:00:00+05:30,1214.0160627482617,1239.6192708496728,1214.0160627482617,1231.3912353515625,8225838,0.0,0.0,INFY.NS,1231.2488159179688,,Hold,0.0,10000.0,0,0.0,0.0,
14,2021-01-21 00:00:00+05:30,1241.0903201892477,1251.2489191805103,1227.3004277427005,1231.6212158203125,6142421,0.0,0.0,INFY.NS,1238.3781860351562,,Hold,0.0,10000.0,0,0.0,0.0,
15,2021-01-22 00:00:00+05:30,1219.945701037386,1246.6061572017297,1219.5320491927698,1232.6783447265625,9646591,0.0,0.0,INFY.NS,1241.021240234375,,Hold,0.0,10000.0,0,0.0,0.0,
16,2021-01-25 00:00:00+05:30,1236.4934622691628,1239.1595300969764,1207.0750304530934,1218.1988525390625,6542611,0.0,0.0,INFY.NS,1236.323486328125,,Hold,0.0,10000.0,0,0.0,0.0,
17,2021-01-27 00:00:00+05:30,1213.1426552883897,1220.451364852803,1181.4259059842186,1196.043212890625,8133665,0.0,0.0,INFY.NS,1229.81923828125,,Hold,0.0,10000.0,0,0.0,0.0,
18,2021-01-28 00:00:00+05:30,1187.5854730868102,1191.8602495738673,1169.8884460758113,1173.243896484375,4660690,0.0,0.0,INFY.NS,1219.6192993164063,,Hold,0.0,10000.0,0,0.0,0.0,
19,2021-01-29 00:00:00+05:30,1182.4830853488243,1186.9878052613026,1131.6903230821401,1139.0909423828125,12183519,0.0,0.0,INFY.NS,1207.5347534179687,,Hold,0.0,10000.0,0,0.0,0.0,
20,2021-02-01 00:00:00+05:30,1149.6630995481723,1174.852540534842,1140.8834919292153,1159.1781005859375,8880279,0.0,0.0,INFY.NS,1199.8078125,,Hold,0.0,10000.0,0,0.0,0.0,
21,2021-02-02 00:00:00+05:30,1176.7373402163225,1189.9756577382398,1161.6603706003173,1168.6932373046875,6892490,0.0,0.0,INFY.NS,1196.0569702148437,,Hold,0.0,10000.0,0,0.0,0.0,
