,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Fast_MA,Slow_MA,Signal,Profit/Loss,Balance,In_Trade,Position,Entry_Price,Trade_Type
0,2021-01-01 00:00:00+05:30,898.8822297078483,902.9516208724523,896.1693221978251,898.6561889648438,10015175,0.0,0.0,RELIANCE.NS,,,Hold,0.0,10000.0,0,0.0,0.0,
1,2021-01-04 00:00:00+05:30,902.0925437429623,903.8106925811932,889.8391621373302,900.1708984375,24513534,0.0,0.0,RELIANCE.NS,,,Hold,0.0,10000.0,0,0.0,0.0,
2,2021-01-05 00:00:00+05:30,890.2912571386473,896.8927228558732,884.4132413575322,888.9800415039062,24123091,0.0,0.0,RELIANCE.NS,,,Hold,0.0,10000.0,0,0.0,0.0,
3,2021-01-06 00:00:00+05:30,888.8896047193676,888.9348128674818,861.4212894029732,865.535888671875,46401468,0.0,0.0,RELIANCE.NS,,,Hold,0.0,10000.0,0,0.0,0.0,
4,2021-01-07 00:00:00+05:30,868.3618360428133,879.4396265539264,861.421308766798,864.1342163085938,32325918,0.0,0.0,RELIANCE.NS,,,Hold,0.0,10000.0,0,0.0,0.0,
5,2021-01-08 00:00:00+05:30,867.2314456924962,876.4554030167267,864.5637463220546,874.3302612304688,27540187,0.0,0.0,RELIANCE.NS,,,Hold,0.0,10000.0,0,0.0,0.0,
6,2021-01-11 00:00:00+05:30,876.6362185628052,876.6362185628052,855.7014973451974,857.8492431640625,33307825,0.0,0.0,RELIANCE.NS,,,Hold,0.0,10000.0,0,0.0,0.0,
7,2021-01-12 00:00:00+05:30,860.4491113901533,886.2218812538965,859.0474196402337,884.8880615234375,41161546,0.0,0.0,RELIANCE.NS,,,Hold,0.0,10000.0,0,0.0,0.0,
8,2021-01-13 00:00:00+05:30,887.8270411938083,892.981607309436,867.4349370720165,876.63623046875,26619458,0.0,0.0,RELIANCE.NS,,,Hold,0.0,10000.0,0,0.0,0.0,
9,2021-01-14 00:00:00+05:30,879.4396177205249,889.34181685737,876.7493142803166,886.4932250976562,21553242,0.0,0.0,RELIANCE.NS,879.7674255371094,,Hold,0.0,10000.0,0,0.0,0.0,
10,2021-01-15 00:00:00+05:30,886.4931781107277,892.4616102058671,868.1583446365132,876.0258178710938,20593268,0.0,0.0,RELIANCE.NS,877.5043884277344,,Hold,0.0,10000.0,0,0.0,0.0,
11,2021-01-18 00:00:00+05:30,881.2934136425575,902.9515842950752,869.6504620761742,897.0509643554688,35100458,0.0,0.0,RELIANCE.NS,877.1923950195312,,Hold,0.0,10000.0,0,0.0,0.0,
12,2021-01-19 00:00:00+05:30,901.889062671241,918.3248560809891,901.889062671241,911.7234497070312,32006615,0.0,0.0,RELIANCE.NS,879.4667358398438,,Hold,0.0,10000.0,0,0.0,0.0,
13,2021-01-20 00:00:00+05:30,913.9841883481531,930.5330016309797,904.941063795521,929.0408935546875,30924537,0.0,0.0,RELIANCE.NS,885.817236328125,,Hold,0.0,10000.0,0,0.0,0.0,
14,2021-01-21 00:00:00+05:30,941.3846629558716,958.56650938993,938.2196143070829,949.2521362304688,39087742,0.0,0.0,RELIANCE.NS,894.3290283203125,,Hold,0.0,10000.0,0,0.0,0.0,
15,2021-01-22 00:00:00+05:30,954.4971523980792,956.4640656361114,920.201270528634,926.7349243164062,30532660,0.0,0.0,RELIANCE.NS,899.5694946289062,,Hold,0.0,10000.0,0,0.0,0.0,
16,2021-01-25 00:00:00+05:30,920.1108536799434,920.1108536799434,873.5615903264701,877.6309814453125,54207104,0.0,0.0,RELIANCE.NS,901.5476684570312,,Hold,0.0,10000.0,0,0.0,0.0,
17,2021-01-27 00:00:00+05:30,870.396504563711,870.396504563711,853.6667995195082,856.8318481445312,42370131,0.0,0.0,RELIANCE.NS,898.7420471191406,,Hold,0.0,10000.0,0,0.0,0.0,
18,2021-01-28 00:00:00+05:30,850.1174176236764,869.6279033258006,845.5280728977457,848.4896850585938,34067814,0.0,0.0,RELIANCE.NS,895.927392578125,,Hold,0.0,10000.0,0,0.0,0.0,
19,2021-01-29 00:00:00+05:30,856.5153244493243,865.015831241295,827.441822362381,832.8450927734375,43712383,0.0,0.0,RELIANCE.NS,890.5625793457032,,Hold,0.0,10000.0,0,0.0,0.0,
